company,property,location,area,id
深圳市嘉福房地产开发,璞岸花园（二期）,大鹏新区大鹏街道大鹏,深房许字（2014）大鹏,
深圳市金地宝城房地产,金地朗悦花园,深圳市坪山新区坪山街,深房许字（2014）坪山,
深圳市金安城投资发展,星航华府,深圳市宝安区福永街道,深房许字（2014）宝安,
深圳市金安城房地产开,星航华府（二期）,深圳市宝安区福永街道,深房许字（2014）宝安,
深圳市华佳业房地产开,华业玫瑰四季馨园一起,龙华新区民治街道人民,深房许字（2014）龙华,
深圳市大族基业房地产,大族河山花园一期,龙岗区南湾街道,深房许（2014）龙岗01,
深圳市京基房地产股份,云景梧桐花园,深圳市罗湖区莲塘东片,深房许字（2014）罗湖,
深圳坪山招商房地产有,招商花园,深圳市坪山新区丹梓大,深房许字（2014）坪山,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,龙岗区龙岗街道,深房许字（2014）龙岗,
深圳市福盈置地控股有,福盈中央山花园北区,光明新区公明街道中心,深房许字（2014）光明,
深圳市联投置地有限公,联投东方华府（一期）,宝安区松岗街道,深房许字(2014)宝安01,
深圳市金城光明房地产,金城大第花园（二期）,宝安区光明镇,深房许字（2014）光明,
深圳博林集团有限公司,博林天瑞花园（一期）,留仙大道和平山一路交,深房许字（2014）南山,
深圳博林集团有限公司,博林天瑞花园一期,留仙大道与平山一路交,深房许字（2014）南山,
民生东都深圳房地产开,东都花园一区二期3栋,龙岗中心城,深房许字（2014）龙岗,
深圳博林集团有限公司,博林天瑞花园（一期）,留仙大道和平山一路交,深房许字（2014）南山,
深圳博林集团有限公司,博林天瑞花园（一期）,留仙大道和平山一路交,深房许字（2014）南山,
仁恒置地(深圳)有限公,仁恒峦山美地花园1栋、,龙岗区龙岗街道,深房许字（2014）龙岗,
深圳市卓越康达贸易有,卓越梅林中心广场（南,福田中康路与梅林路交,深房许字（2014）福田,
深圳市卓越康达贸易有,卓越梅林中心广场（南,福田中康路与梅林路交,深房许字（2014）福田,
深圳招商华侨城投资有,招商华侨城曦城,宝安区新安街道广深高,深房许字（2014）宝安,
深圳中铁粤丰置业有限,中铁诺德公馆一期1号楼,龙岗区坂田街道新围仔,深房许字（2014）龙岗,
深圳招商房地产有限公,海上世界双玺花园（一,蛇口望海路南侧,深房许字（2014）南山,
深圳招商房地产有限公,海上世界双玺花园（一,蛇口望海路南侧,深房许字（2014）南山,
振昌实业(深圳)有限公,金石雅苑,深圳市宝安区福永街道,深房许字（2013）宝安,
深圳机场地产有限公司,领航城.领翔华府A区,宝安区西乡街道,深房许字（2014）宝安,
深圳机场地产有限公司,领航城领祥华府A区,宝安区西乡街道,深房许字（2014）宝安,
深圳市富通房地产集团,瑞翔居,深圳市宝安区航城大道,深房许字（2013）宝安,
宝安鸿基地产集团股份,宝翠苑,罗湖街道,深房许字（2014）罗湖,
深圳市骏泰房地产开发,金汐府2栋,龙岗区龙岗街道,深房许字（2014）龙岗,
深圳市富通房地产集团,瑞翔居,深圳市宝安区航城大道,深房许字（2013）宝安,
深圳市京基房地产股份,京基滨河时代广场北区,福田区滨河路,深房许字（2014）福田,
深圳市荣丰源投资发展,浩海明球雅居,盐田区永安路与东海道,深房许字(2014)盐田00,
深圳市万悦房地产开发,万科红立方大厦,布吉街道罗岗社区,深房许字（2014）龙岗,
深圳市万悦房地产开发,万科红立方大厦,布吉街道罗岗社区,深房许字（2014）龙岗,
深圳市万科滨海房地产,壹海城一区,盐田海景二路,深房许字（2012）盐田,
深圳市万科滨海房地产,壹海城二区,盐田海景二路,深房许字（2013）盐田,
深圳市投资控股有限公,深圳湾科技生态园,南山区白石路与沙河西,深房许字（2014）南山,
深圳市投资控股有限公,深圳市软件产业基地,南山区科苑路与科园路,深房许字（2013）南山,
深圳市香江置业有限公,中洲控股金融中心,南山区后海大道与海德,深房许字（2014）南山,
深圳市香江置业有限公,中洲控股金融中心,南山区后海大道与海德,深房许字（2014）南山,
深圳市香江置业有限公,中洲控股金融中心,南山区后海大道与海德,深房许字（2014）南山,
深圳市永晋盈投资有限,幸福城润园（二期）,深圳市龙华新区建设路,深房许字（2014）龙华,
深圳市香江置业有限公,中州控股金融中心,南山区后海大道与海德,深房许字（2014）南山,
深圳市广盛荣投资有限,万科翡御郡府,宝安区沙井街道,深房许字（2014）宝安,
民生东都深圳房地产开,东都花园一区二期2栋,龙岗中心城,深房许字（2014）龙岗,
深圳市泰富华天峦湖置,天峦湖花园,深圳市坪山新区马峦北,深房许字（2014）坪山,
深圳市万科滨海房地产,壹海城一区,盐田区深盐路南面海山,深房许字（2012）盐田,
深圳市万科滨海房地产,壹海城二区,盐田区深盐路南面海山,深房许字（2013）盐田,
深圳市润恒尚园房地产,润恒尚园,西乡中心区（宾隆路、,深房许字（2013）宝安,
深圳中海地产有限公司,尖岗山名苑（二期）A区,宝安区西乡龙辉路,深房许字（2014）宝安,
深圳中海地产有限公司,尖岗山名苑（二期）A区,宝安区西乡街道,深房许字（2014）宝安,
深圳市京基房地产股份,京基御景印象家园,深圳市坪山新区坪山街,深房许字（2014）坪山,
深圳市厦村房地产开发,国香山花园（4栋商业）,龙岗区南湾街道,深房许字（2013）龙岗,
深圳市荷康城房地产开,荷康花园,龙岗区横岗街道,深房许字（2014）龙岗,
深圳市三泰投资有限公,云顶道雅居,盐田区同富裕西北侧,深房地字第7000093625,
深圳市骏泰房地产开发,金汐府,龙岗区龙岗街道,深房许字（2014）龙岗,
深圳机场地产有限公司,领航城领翔华府B区,宝安区西乡街道,深房许字（2014）宝安,
深圳机场地产有限公司,领翔华府,宝安区西乡街道,深房许字（2014）宝安,
深圳市润恒尚园房地产,润恒尚园,宝安区西乡街道,深房许字（2013）宝安,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道,深房许字（2012）南山,
东港实业发展（深圳）,君临海域名园（二期）,盐田区海景二路与海山,深房许字（2014）盐田,
深圳市六和房地产开发,六和商业广场一期,深圳市坪山新区坪山街,深房许字（2014）坪山,
深圳市华侨城酒店置业,前海頥大厦,宝安中心区N26区宝兴路,深房许字（2013）宝安,
深圳泛亚房地产开发有,中骏蓝湾翠岭花园一期,龙岗区龙岗街道,深房许字（2014）龙岗,
深圳市辉豪乐投资发展,云尚公馆,福田区燕南路西振中路,深房许字(2014)福田00,
深圳市辉豪乐投资发展,云尚公馆,福田区燕南路西振中路,深房许字(2014)福田00,
深圳市信义房地产开发,信义御城豪园,龙岗区横岗街道,深房许字（2014）龙岗,
深圳市信义房地产开发,信义御城豪园4栋,龙岗区横岗街道龙岗大,深房许字（2014）龙岗,
深圳市天悦房地产开发,天悦湾花园,西丽同发路与留仙大道,深房许字（2014）南山,
深圳市新润园房地产开,理想公馆,福田区梅林,深房许字(2014)福田00,
深圳市新润园房地产开,理想时代大厦,福田区梅林梅林路,深房许字(2014)福田00,
深圳市厦村房地产开发,国香山花园5栋,龙岗区南湾街道,深房许字（2014）龙岗,
中国长安汽车集团深圳,福安雅园,龙华新区观澜福前路东,深房许字（2013）龙华,
深圳市金安城房地产开,星航华府（一期）,深圳市宝安区福永街道,深房许字（2014）宝安,
深圳坪山招商房地产有,招商花园,深圳市坪山新区坪山兰,深房许字（2014）坪山,
深圳市下水径投资有限,海心汇福园,龙岗区布吉街道,深房许字（2013）龙岗,
深圳市金安城投资发展,星航华府一期,深圳市宝安区福永街道,深房许字(2014)宝安00,
深圳麓园房地产开发有,麓园,龙岗区龙城街道回龙埔,深房许字（2014）龙岗,
深圳市天耀投资发展有,名门华府,宝安区新安街道罗田路,深房许字(2014)宝安00,
广东省水电集团有限公,新城东方丽园,坪山新区坪山街道汤坑,深房许字（2014）坪山,
深圳市五联百合房地产,百合山水别苑,龙岗区龙城街道五联社,深房许字（2014）龙岗,
深圳市振业（集团）股,振业峦山谷花园二期,龙岗区宝荷路,深房许字（2014）龙岗,
深圳坪山招商房地产有,招商花园,深圳市坪山新区坪山兰,深房许字（2014）坪山,
深圳招商华侨城投资有,招商华侨城曦城,宝安区新安街道广深高,深房许字（2014）宝安,
深圳市信贤房地产开发,嘉御豪园,龙岗区坂田街道,深房许（2014）龙岗00,
深圳市渔丰实业股份有,幸福万象大厦,罗湖区春风路南渔民村,深房许字（2014）罗湖,
深圳市中熙房地产开发,中熙香缤山花园（三期,宝安区西乡街道凤凰岗,深房许字（2014）宝安,
深圳市中熙房地产开发,中熙香缤山花园,宝安区西乡街道凤凰岗,深房许字（2014）宝安,
深圳市悦峰投资有限公,佳兆业悦峰花园,龙岗区坂田街道办,深房许字（2014）龙岗,
深圳市中熙房地产开发,中熙香缤山花园（三期,宝安区西乡街道凤凰岗,深房许字（2014）宝安,
深圳市康达尔(集团)股,康达尔山海上园（一期,宝安区西乡铁仔山郊野,深房许字（2014）宝安,
深圳市鹏瑞地产开发有,鹏瑞深圳湾壹号广场,南山科苑大道与东滨路,深房许字（2013）南山,
广东省水电集团有限公,新城东方丽园,深圳市坪山新区坪山街,深房许字（2014）坪山,
深圳市恒丰浩森房地产,御景水岸花园,深圳市宝安区福永街道,深房许字（2013）宝安,
深圳市恒丰浩森房地产,御景水岸花园,深圳市宝安区福永街道,深房许字（2013）宝安,
深圳市恒丰浩森房地产,御景水岸花园,深圳市宝安区福永街道,深房许字（2013）宝安,
深圳冠懋房地产集团有,蓝郡西堤花园,海景路与金融路交汇东,深房许字（2013）盐田,
深圳冠懋房地产集团有,蓝郡西堤花园,海景路与金融路交汇东,深房许字（2013）盐田,
深圳市颂德房地产开发,颂德花园,深圳市福田区下梅林二,深房许字（2013）福田,
深圳市五联百合房地产,百合山水别苑,龙岗区龙城街道五联社,深房许字（2013）龙岗,
深圳市万科滨海房地产,壹海城三区（1期）,海景路,深房许字（2013）盐田,
深圳市万科滨海房地产,壹海城三区（1期）,海景二路,深房许字（2013）盐田,
宝吉工艺品（深圳）有,佳兆业中央广场三期,龙岗区坂田街道,深房许字（2013）龙岗,
深圳市祥盛房地产开发,华盛盛荟名庭,宝安区新安街道上川路,深房许字（2013）宝安,
深圳市华兴广实业有限,熙璟城豪苑,深圳市平湖街道富安大,深房许字（2013）龙岗,
深圳市京基房地产股份,京基滨河时代广场北区,深圳市深南东路5016号,深房许字（2013）福田,
深圳市富通房地产集团,瑞翔居,深圳市宝安区航城大道,深房许字（2013）宝安,
深圳市富通房地产集团,瑞翔居,宝安区航城大道与固兴,深房许字（2013）宝安,
深圳市厦村房地产开发,国香山花园,深圳市龙岗区南湾街道,深房许字（2013）龙岗,
深圳市富通房地产集团,瑞翔居,宝安区航城大道与固兴,深房许字（2013）宝安,
深圳市富通房地产集团,瑞翔居,深圳市宝安区航城大道,深房许字（2013）宝安,
深圳市富通房地产集团,瑞翔居,深圳市宝安区航城大道,深房许字（2013）宝安,
深圳冠洋房地产有限公,山海美域花园,南山区前海路与棉山路,深房许字（2013）南山,
深圳市世纪旭源投资发,旭源怡景轩,龙岗区龙岗街道,深房许字（2013）龙岗,
深圳市中云投资发展有,翡翠海岸花园,深圳市南山区中心路与,深房许字（2013）南山,
深圳市深房集团龙岗开,深房尚林花园,龙岗区龙岗街道,深房许字（2013）龙岗,
深圳市振业（集团）股,振业峦山谷花园二期,龙岗区龙岗镇,深房许字（2013）龙岗,
深圳市深润川实业有限,鸿威鸿景华庭,龙岗区龙城街道,深房许字（2013）龙岗,
深圳市东海成投资有限,梧桐翡翠花园,沙头角中青一路,深房许字（2013）盐田,
深圳市华来利投资控股,山语清晖花园,福田区福龙路西侧,深房许字(2013)福田00,
深圳坪山招商房地产有,招商花园,深圳市坪山新区坪山兰,深房许字（2013）坪山,
深圳市安鸿兴投资发展,安鸿峰景苑,龙岗区南湾街道,深房许字（2013）龙岗,
深圳市富通房地产集团,瑞尚居,宝安区航城大道与固兴,深房许字（2013）宝安,
民生东都深圳房地产开,东都花园一区,龙岗中心城,深房许字（2013）龙岗,
深圳市粤宝实业发展有,瑞泽佳园,龙岗区横岗街道六约社,深房许字（2013）龙岗,
深圳市金地宝城房地产,金地朗悦花园,深圳市坪山新区坪山街,深房许字（2013）坪山,
深圳市润创兴投资有限,润创兴时代公寓,龙岗区坂田街道,深房许字（2013）龙岗,
深圳市惠明盛房地产投,香林世纪华府,龙岗区坪地街道,深房许字（2013）龙岗,
深圳市森之润投资发展,爱心家园,龙华新区观光路与平安,深房许字（2013）龙华,
深圳市地铁集团有限公,龙瑞佳园,深圳市南山区兴海大道,深房许字（2013）南山,
深圳市满京华投资集团,满京华喜悦里华庭二期,深圳市龙岗区龙岗街道,深房许字(2013)龙岗03,
深圳市新世界房地产开,四季御园,罗湖区罗沙公路南侧,深房许字(2013)罗湖00,
深业泰富物流集团股份,博兴大厦,罗湖区清水河1路,深房许字{2013)罗湖00,
深圳中海地产有限公司,尖岗山名苑,深圳市宝安区西乡龙辉,深房许字（2013）014号,
深圳中海地产有限公司,尖岗山名苑一期,深圳市宝安区龙辉路,深房许字（2013）宝安,
天基房地产开发(深圳),远洋新干线晶钻广场2栋,龙岗区龙岗街道,深房许字（2013）龙岗,
深圳市光明集团有限公,和润花园,深圳市光明新区公园路,深房许字（2013）光明,
深圳市悦峰投资有限公,佳兆业悦峰花园,龙岗区坂田街道,深房许字(2013)龙岗03,
深圳宝源创建有限公司,海航国兴花园,龙岗区龙岗街道,深圳许字（2013）龙岗,
深圳市万鸿嘉投资发展,金域中央花园一期,龙岗区布吉街道,深房许字（2013）龙岗,
深圳市和诚鸿业投资发,金域上郡花园,龙岗区布吉街道,深房许字（2013）龙岗,
深圳市荷康城房地产开,荷康花园,龙岗区横岗街道,深房许字（2013）龙岗,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳市永晋盈投资有限,幸福城润园（三期）,深圳市龙华新区清泉路,深房许字（2013）龙华,
深圳市金城光明房地产,金城大第,宝安区光明镇,深房许字(2013)光明00,
深圳市万悦房地产开发,万科红悦花园,龙岗布吉街道,深房许字（2013）龙岗,
深圳市万悦房地产开发,万科红悦花园,龙岗布吉街道,深房许字（2013）龙岗,
深圳市雅豪园投资有限,保利上城花园,龙岗区龙城街道爱联社,深房许字（2013）龙岗,
深圳市众联业贸易有限,中泰天成大楼,南山区南海大道与东滨,深房许字（2013）南山,
深圳市新南宝恒投资发,同创新作居,龙岗区平湖街道,深房许字（2013）龙岗,
深圳市草围投资有限公,香格丽湾园,宝安区西乡街道航城大,深房许字（2013）宝安,
深圳市嘉福房地产开发,璞岸花园（一期）,大鹏街道大鹏山庄以北,深房许字(2013)大鹏00,
东港实业发展（深圳）,君临海域名园（一期）,盐田海景二路与海山东,深房许字（2013）盐田,
东港实业发展（深圳）,君临海域名园（一期）,盐田海景二路与海山东,深房许字（2013）盐田,
深圳市万科滨海房地产,壹海城(四区),盐田区深盐路南海山北,深房许字(2013)盐田00,
深圳市万科滨海房地产,壹海城(四区),盐田区深盐路南海山北,深房许字(2013)盐田00,
深圳市新生辉投资有限,茗语华苑,龙华新区观澜街道黎光,深房许字（2013）龙华,
深圳市深房集团龙岗开,深房尚林花园,龙岗区龙岗街道,深房许字（2013）龙岗,
深圳市祥盛房地产开发,华盛盛荟名庭,宝安区29区建安一路64,深房许字（2013）宝安,
深圳招商房地产有限公,招商锦绣观园,龙华新区观澜办事处龙,深房许字（2013）龙华,
深圳市深宝实业股份有,翡翠公寓,罗湖区文锦北路,深房许可字（2013）罗,
深圳市万科九州房地产,万科天誉中央广场,龙岗区龙城街道,深房许字（2013）龙岗,
深圳市万悦房地产开发,万科红悦花园,龙岗布吉街道,深房许字（2013）龙岗,
深圳市科之谷投资有限,深业上城(北区),深圳市福田区彩田路与,深房许字(2013)福田00,
深圳市中洲宝城置业有,中洲华府二期,深圳市宝安26区创业路,深房许字（2013）宝安,
深圳市中洲宝城置业有,中洲华府二期,深圳市宝安区创业二路,深房许字（213）宝安0,
深圳市中洲宝城置业有,中洲华府二期,深圳市宝安区新安街道,深房许字（2013）宝安,
振昌实业(深圳)有限公,金石雅苑,宝安区福永街道广深公,深房许字（2013）宝安,
清蓝实业（深圳）有限,悦澜山花园,龙岗区龙城街道,深房许字（2013）龙岗,
深圳市银海实业有限公,恒裕滨城花园（一期）,后海滨路和招商东路交,深房许字(2013)南山00,
深圳市广盛荣投资有限,万科翡悦郡园,宝安区沙井街道,深房许字（2013）宝安,
深圳市鹏瑞地产开发有,鹏瑞深圳湾一号广场,南山区科苑大道与东滨,深房许字(2013)南山01,
振昌实业(深圳)有限公,金石雅苑,宝安区福永街道广深公,深房许字（2013）宝安,
深圳市华明辉置业有限,丹梓龙庭项目,坪山新区丹梓大道,深房许字（2013）坪山,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道西侧,深房许字(2012)南山01,
深圳市雅豪园投资有限,保利上城花园,龙岗区龙城街道爱联社,深房许字（2013）龙岗,
深圳市兆和置地投资有,富基帕克大厦,深圳市罗湖区布吉路,深房许字(2013)罗湖00,
深圳市万科滨海房地产,壹海城四区,盐田区深盐路南面海山,深房许字（2013）盐田,
深圳市中熙房地产开发,中熙香缤山花园（二期,宝安区西乡街道,深房许字（2013）宝安,
深圳市富腾投资发展有,观山大卫华庭,龙岗区布吉街道,深房许字（2013）龙岗,
深圳市东海成投资有限,梧桐春晓花园,盐田区中青一路,深房许字（2013）盐田,
深圳市红荷房地产开发,颐安都会中央花园,龙岗区体育新城龙兴大,深房许字（2013）龙岗,
深圳华侨城房地产有限,纯水岸（十五期）,香山中街,深房许字（2013）南山,
深圳市麟恒投资发展有,东城中心花园,龙岗区横岗街道办,深房许字（2013）龙岗,
深圳市京基房地产股份,云景梧桐花园,罗湖区仙桐路北侧,深房许字(2013)罗湖00,
仁恒置地(深圳)有限公,仁恒峦山美地花园,龙岗区龙岗街道,深房许字（2013）龙岗,
仁恒置地(深圳)有限公,仁恒峦山美地花园,龙岗区龙岗街道,深房许字（2013）龙岗,
深圳市广兴源投资发展,湾美花园四期,宝安区西乡街道海城路,深房许字(2013)宝安00,
深圳市京基房地产股份,京基滨河时代广场(南区,福田街道滨河大道南,深房许字(2013)福田00,
卓越置业集团有限公司,西乡安居家园,宝安区西乡街道航城大,深房许字(2013)宝安00,
莱蒙房地产(深圳)有限,莱蒙春天花园,深圳市宝安区民治（街,深房许字（2013）龙华,
深圳市信义房地产开发,信义御城豪园,龙岗区横岗街道,深房许字（2013）龙岗,
深圳市广盛荣投资有限,万科翡逸郡园,宝安区沙井街道,深房许字(2013)宝安00,
深圳市广兴源投资发展,湾美花园,宝安西乡街道海城路,深房许字(2012)宝安00,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳市润恒尚园房地产,润恒尚园,宝安区西乡街道,深房许字(2013)宝安00,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳市深润川实业有限,鸿威鸿景华庭,深圳市龙岗区龙城街道,深房许字(2013)龙岗01,
深圳市新润园房地产开,后海理想雅园,南山后海招商东路,深房许字（2013）南山,
深圳市塘泰投资发展有,水木丹华园,深圳市南山区学苑大道,深房许字（2013）南山,
深圳市五联将军帽房地,承翰陶源花园,龙岗区龙城街道五联社,深房许字(2013)龙岗01,
和记黄埔地产(深圳)有,懿花园,龙华新区观澜办事处横,深房许字（2013）龙华,
深圳市恒丰浩森房地产,御景水岸花园(一、二期,宝安区福永街道广深公,深房许字(2013)宝安00,
深圳市彭成地产有限公,嘉宏湾花园二期3#楼、,坪山新区丹梓大道南侧,深房许字（2013）坪山,
深圳市中熙房地产开发,中熙香缤山花园,宝安西乡街道,深房许字（2013）004号,
深圳市中熙房地产开发,中熙香缤山花园,宝安区西乡街道,深房许字(2013)宝安00,
深圳市特发集团有限公,和平里花园,深圳市龙华新区和平路,深房许字（2013）龙华,
深圳和记黄埔龙岗地产,御峰园,龙岗区平湖街道,深房许字（2013）龙岗,
深圳市金地宝城房地产,金地名峰,龙岗区龙岗镇,深房许字（2013）龙岗,
深圳市锦绣江南投资有,锦绣御园,深圳市宝安区龙华街道,深房许字（2013）龙华,
深圳市五联将军帽房地,承翰陶源花园,龙岗区龙城街道五联社,深房许字（2013）龙岗,
深圳市塘泰投资发展有,水木丹华,科苑大道南侧,深房许字（2013）南山,
深圳市五联将军帽房地,承翰陶源花园,深圳市五联将军帽房地,深房许字（2013）龙岗,
深圳市万科城市风景房,万科金域缇香花园二期,坪山新区行政五路与丹,深房许字（2013）坪山,
深圳市南山荔源实业股,荔海春城花园,南山区向南路与工业八,深房许字（2013）南山,
深圳市华侨城酒店置业,前海颐大厦,深圳市宝安中心区N26区,深房许字（2013）宝安,
深圳市东方置地集团有,万汇大厦,龙岗区龙岗街道,深房许字（2013）龙岗,
中信华南（集团）深圳,中信龙盛广场,龙岗区龙岗街道龙东社,深房许字（2013）龙岗,
深圳市嘉盛城投资有限,阅山公馆,龙岗区龙城街道,深房许字（2013）龙岗,
深圳市永晋盈投资有限,幸福城润园,深圳市龙华新区清泉路,深房许字（2013）龙华,
深圳市大鹏佳兆业房地,佳兆业假日广场,大鹏办事处迎宾北路南,深房许字（2013）大鹏,
深圳市投资控股有限公,深圳市软件产业基地,南山区科院路与科园路,深房许字（2013）南山,
深圳市康达尔(集团)股,康达尔山海上园（一期,宝安区西乡街道铁仔山,深房许字（2014）014号,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道,深房许字（2012）南山,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道,深房许字（2012）南山,
深圳市南园枫叶投资有,南园枫叶公寓,南山区南山大道与创业,深房许字（2012）南山,
深圳市南园枫叶投资有,南园枫叶公寓,南山区南山大道与创业,深房许字（2012）南山,
深圳市南园枫叶投资有,南园枫叶公寓,南山区南山大道与创业,深房许字（2012）南山,
深圳市宏发房地产开发,宏发君域花园,深圳市宝安区松岗街道,深房许字（2012）宝安,
深圳市宏发房地产开发,宏发君域花园,深圳市宝安区松岗街道,深房许字(2012)宝安02,
深圳中信航城房地产有,领航里程花园,宝安区西乡街道航城大,深房许字（2012）宝安,
深圳市创建业房地产开,和亨城市广场,盐田区海山街道办盐田,深房许字[2011]盐田00,
